date,media,institute,kadima,labor,shas,likud,yisrael_beiteinu,ual_taal,hadash,balad,jewish_home,national_union,gil,utj,meretz,greens,likud_yisrael_beiteinu,national_union_jewish_home,yesh_atid,otzma,am_shalem,hatnuah,labor_hatnuah,arabic_list,otzma_yachad,kulanu,blue_white,raam_balad,urwp,hadash_taal,new_right,gesher,zehut,joint_list,yamina,labor_gesher,dem_union,otzma_yehudit,emet,raam,new_hope,religious_zionist,new_economic
2015-03-11,NA,Midgam/Israel Army Radio (Galatz),NA,NA,7,21,6,NA,NA,NA,13,NA,NA,7,6,NA,NA,NA,12,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-10,NA,Panels/Knesset Channel,NA,NA,7,21,5,NA,NA,NA,12,NA,NA,6,5,NA,NA,NA,14,NA,NA,NA,24,13,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-10,NA,Channel 2,NA,NA,7,21,6,NA,NA,NA,13,NA,NA,6,5,NA,NA,NA,12,NA,NA,NA,25,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-08,NA,Geocartography,NA,NA,8,26,7,NA,NA,NA,13,NA,NA,8,5,NA,NA,NA,12,NA,NA,NA,21,12,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-06,NA,Yisrael Hayom,NA,NA,6,23,6,NA,NA,NA,12,NA,NA,6,5,NA,NA,NA,13,NA,NA,NA,23,13,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-06,NA,Teleseker/Walla!,NA,NA,8,24,6,NA,NA,NA,11,NA,NA,7,4,NA,NA,NA,12,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-06,NA,Panels/Maariv,NA,NA,7,22,5,NA,NA,NA,12,NA,NA,6,6,NA,NA,NA,13,NA,NA,NA,24,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-05,NA,Channel 1,NA,NA,8,24,6,NA,NA,NA,11,NA,NA,7,4,NA,NA,NA,13,NA,NA,NA,24,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-04,NA,Dialog/Channel 10,NA,NA,7,23,5,NA,NA,NA,11,NA,NA,6,5,NA,NA,NA,13,NA,NA,NA,23,13,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-04,NA,Midgam/Channel 2,NA,NA,6,23,6,NA,NA,NA,12,NA,NA,6,6,NA,NA,NA,12,NA,NA,NA,24,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-03,NA,Panels/Knesset Channel,NA,NA,7,21,5,NA,NA,NA,12,NA,NA,7,6,NA,NA,NA,13,NA,NA,NA,24,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-03,NA,Israel Army Radio (Galatz),NA,NA,6,22,7,NA,NA,NA,12,NA,NA,7,6,NA,NA,NA,12,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-02,NA,Maagar Mochot/Kol Bramah Radio,NA,NA,7,23,6,NA,NA,NA,12,NA,NA,7,5,NA,NA,NA,11,NA,NA,NA,24,12,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-01,NA,Geocartography,NA,NA,4,24,5,NA,NA,NA,14,NA,NA,8,6,NA,NA,NA,11,NA,NA,NA,22,12,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-27,NA,Israel Radio,NA,NA,8,22,6,NA,NA,NA,12,NA,NA,6,5,NA,NA,NA,12,NA,NA,NA,23,13,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-27,NA,Maariv,NA,NA,7,23,5,NA,NA,NA,11,NA,NA,7,5,NA,NA,NA,12,NA,NA,NA,25,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-27,NA,Teleseker/Walla!,NA,NA,7,23,6,NA,NA,NA,13,NA,NA,7,4,NA,NA,NA,13,NA,NA,NA,23,12,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-26,NA,Panels/Maariv-Jerusalem Post,NA,NA,7,23,5,NA,NA,NA,12,NA,NA,7,5,NA,NA,NA,12,NA,NA,NA,24,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-26,NA,Channel 1,NA,NA,7,24,6,NA,NA,NA,12,NA,NA,7,4,NA,NA,NA,12,NA,NA,NA,24,12,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-26,NA,Channel 10,NA,NA,7,21,6,NA,NA,NA,12,NA,NA,7,5,NA,NA,NA,13,NA,NA,NA,23,12,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-24,NA,Midgam /Channel 2,NA,NA,7,22,6,NA,NA,NA,12,NA,NA,7,6,NA,NA,NA,12,NA,NA,NA,24,12,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-24,NA,Dialog/Haaretz,NA,NA,7,23,6,NA,NA,NA,12,NA,NA,7,5,NA,NA,NA,12,NA,NA,NA,23,12,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-24,NA,Panels/Knesset Channel,NA,NA,7,24,5,NA,NA,NA,11,NA,NA,7,5,NA,NA,NA,12,NA,NA,NA,24,13,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-22,NA,Teleseker/Nana 10,NA,NA,5,23,4,NA,NA,NA,14,NA,NA,7,6,NA,NA,NA,11,NA,NA,NA,25,12,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-22,NA,Geocartography,NA,NA,4,27,7,NA,NA,NA,11,NA,NA,7,4,NA,NA,NA,11,NA,NA,NA,23,12,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-20,NA,Smith/Israel Radio,NA,NA,8,24,5,NA,NA,NA,13,NA,NA,7,5,NA,NA,NA,10,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-20,NA,Teleseker/Walla,NA,NA,7,24,6,NA,NA,NA,13,NA,NA,7,4,NA,NA,NA,12,NA,NA,NA,23,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-19,NA,Panels/Maariv,NA,NA,7,22,5,NA,NA,NA,13,NA,NA,7,6,NA,NA,NA,12,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-19,NA,Teleseker/Channel 1,NA,NA,7,24,6,NA,NA,NA,13,NA,NA,7,4,NA,NA,NA,11,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-18,NA,Channel 10,NA,NA,7,22,5,NA,NA,NA,13,NA,NA,7,5,NA,NA,NA,12,NA,NA,NA,23,12,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-17,NA,TRI/Bizportal,NA,NA,4,23,4,NA,NA,NA,14,NA,NA,8,4,NA,NA,NA,12,NA,NA,NA,24,12,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-17,NA,Panels/Knesset Channel,NA,NA,7,23,6,NA,NA,NA,12,NA,NA,7,6,NA,NA,NA,12,NA,NA,NA,24,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-15,NA,Midgam/Channel 2,NA,NA,6,24,7,NA,NA,NA,11,NA,NA,7,5,NA,NA,NA,11,NA,NA,NA,25,12,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-15,NA,Geocartography,NA,NA,7,27,6,NA,NA,NA,11,NA,NA,8,6,NA,NA,NA,8,NA,NA,NA,24,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-13,NA,Smith/Israel Radio,NA,NA,8,25,5,NA,NA,NA,13,NA,NA,7,5,NA,NA,NA,9,NA,NA,NA,24,13,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-13,NA,Teleseker/Walla,NA,NA,7,25,7,NA,NA,NA,13,NA,NA,7,5,NA,NA,NA,9,NA,NA,NA,23,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-13,NA,Panels/Maariv,NA,NA,6,24,6,NA,NA,NA,11,NA,NA,7,6,NA,NA,NA,12,NA,NA,NA,23,13,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-12,NA,Smith/Globes,NA,NA,8,24,6,NA,NA,NA,13,NA,NA,7,5,NA,NA,NA,9,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-11,NA,Teleseker/Channel 1,NA,NA,6,27,7,NA,NA,NA,11,NA,NA,8,5,NA,NA,NA,10,NA,NA,NA,23,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-10,NA,Panels/Knesset Channel,NA,NA,7,23,5,NA,NA,NA,12,NA,NA,7,5,NA,NA,NA,12,NA,NA,NA,23,12,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-09,NA,202 Strategies/Times of Israel,NA,NA,5,23,7,NA,NA,NA,11,NA,NA,7,4,NA,NA,NA,11,NA,NA,NA,27,11,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-08,NA,Midgam/Channel 10,NA,NA,6,23,5,NA,NA,NA,14,NA,NA,6,5,NA,NA,NA,10,NA,NA,NA,23,13,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-07,NA,Teleseker/Channel 1,NA,NA,6,27,6,NA,NA,NA,11,NA,NA,8,5,NA,NA,NA,11,NA,NA,NA,23,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,NA,Maagar Mochot/NRG,NA,NA,6,25,4,NA,NA,NA,14,NA,NA,6,6,NA,NA,NA,11,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,NA,Smith/Israel Radio,NA,NA,9,26,5,NA,NA,NA,14,NA,NA,8,5,NA,NA,NA,9,NA,NA,NA,25,12,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,NA,Panels/Maariv,NA,NA,6,26,5,NA,NA,NA,13,NA,NA,8,6,NA,NA,NA,11,NA,NA,NA,22,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,NA,Midgam/Yedioth Ahronoth,NA,NA,7,24,6,NA,NA,NA,12,NA,NA,7,5,NA,NA,NA,11,NA,NA,NA,25,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-05,NA,Teleseker/Walla,NA,NA,7,26,7,NA,NA,NA,12,NA,NA,7,4,NA,NA,NA,10,NA,NA,NA,23,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-03,NA,Panels/Knesset Channel,NA,NA,6,25,5,NA,NA,NA,13,NA,NA,7,5,NA,NA,NA,11,NA,NA,NA,24,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-01,NA,Dialog/Haaretz,NA,NA,6,25,6,NA,NA,NA,14,NA,NA,8,5,NA,NA,NA,9,NA,NA,NA,23,12,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-30,NA,Smith/Israel Radio,NA,NA,9,26,5,NA,NA,NA,15,NA,NA,7,5,NA,NA,NA,8,NA,NA,NA,26,12,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-30,NA,Teleseker/Walla,NA,NA,7,27,6,NA,NA,NA,12,NA,NA,7,4,NA,NA,NA,8,NA,NA,NA,26,12,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-05,NA,Panel Project HaMidgam/Statnet/Channel 13,NA,11,5,28,4,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,4,7,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-05,NA,Smith/Maariv,NA,9,6,27,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,29,4,6,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-05,NA,Maagar Mohot/Radio 103FM,NA,9,6,28,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,31,NA,7,7,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,NA,Smith/Jerusalem Post,NA,9,6,27,5,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,28,4,6,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,NA,Midgam/Yedioth Ahronoth,NA,11,5,26,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,30,4,5,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,NA,Maagar Mohot/Israel Hayom & i24 News,NA,10,5,27,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,32,NA,6,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,NA,TNS/Kan,NA,8,4,31,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,30,4,6,8,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,NA,Midgam/iPanel/Channel 12,NA,10,5,26,5,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,30,4,5,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,NA,Miskar,NA,10,6,31,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,8,7,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,NA,Panels Politics/Walla!,NA,10,5,29,4,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,7,8,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,NA,Dialog/Haaretz,NA,10,5,30,4,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,27,4,7,7,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,NA,Panel Project HaMidgam/Statnet/Channel 13,NA,14,5,29,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28,5,7,6,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,NA,Panels Politics/Channel 12,NA,9,5,31,4,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,NA,5,9,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,NA,Midgam/iPanel/Channel 12,NA,8,6,28,4,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,32,4,5,7,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,NA,Maagar Mohot/Radio 103 FM,NA,8,6,29,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,NA,7,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,NA,Midgam/Yedioth Ahronoth,NA,9,5,27,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,4,5,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,NA,Maagar Mohot/Israel Hayom & i24 News,NA,8,6,28,5,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,32,NA,6,6,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,NA,Smith/Maariv,NA,8,6,29,4,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,4,6,7,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,NA,Panel Project HaMidgam/Statnet/Channel 13,NA,10,4,30,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,4,7,7,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,NA,Panels Politics/Walla!,NA,9,4,31,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,NA,7,8,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,NA,Midgam/Army Radio,NA,10,6,28,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,NA,5,8,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,NA,TNS/Kan,NA,8,6,28,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,30,5,5,7,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,NA,Miskar,NA,7,6,31,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,9,8,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,NA,Midgam/Channel 12,NA,10,6,28,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4,5,7,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,NA,Panel Project HaMidgam/Statnet/Channel 13,NA,10,5,28,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,4,8,7,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,NA,Panels Politics/Maariv,NA,9,4,31,5,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,NA,6,9,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,NA,Maagar Mochot/Israel Hayom & i24 News,NA,9,4,26,4,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,4,7,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,NA,Smith/Jerusalem Post,NA,8,6,27,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,30,4,6,8,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,NA,Midgam/iPanel/Channel 12,NA,10,5,27,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,32,4,5,8,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,NA,Panel Project HaMidgam/Channel 13,NA,9,5,29,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,31,4,7,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,NA,Panels Politics/Walla!,NA,8,4,32,5,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,NA,7,9,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,NA,Miskar,NA,8,6,31,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,5,9,7,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-14,NA,Maagar Mochot/Israel Hayom & i24 News,NA,7,5,26,5,NA,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,NA,7,6,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-14,NA,Midgam/iPanel/Channel 12,NA,10,6,28,4,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,4,7,7,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-11,NA,Panel HaMidgam Project/Statnet/Channel 13,NA,7,5,28,4,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,5,7,7,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-08,NA,Maagar Mohot/Radio 103FM,NA,8,6,29,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,NA,7,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-08,NA,Midgam/iPanel/Yediot Ahronot,NA,10,6,29,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,33,4,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-07,NA,Dialog/Haaretz,NA,10,5,28,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,4,8,8,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-07,NA,Maagar Mochot/Israel Hayom & i24 News,NA,8,4,26,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,33,NA,8,9,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-05,NA,TNS/Kan,NA,7,5,30,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,4,5,8,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-05,NA,Smith/Channel 20,NA,7,5,29,4,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,4,6,9,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-05,NA,Midgam/Channel 12,NA,9,6,30,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,36,4,6,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-05,NA,Panels Politics/Walla! News,NA,8,4,31,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,36,NA,7,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-03,NA,Panels Politics/Channel 12,NA,8,4,30,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,NA,7,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-03,NA,Miskar,NA,5,4,28,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,11,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-01,NA,Panel HaMidgam Project/Statnet/Channel 13,NA,6,6,30,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,36,4,7,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-01,NA,TNS/Kan,NA,6,6,29,NA,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,37,5,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-01,NA,Maagar Mohot/Radio 103FM & Maariv,NA,7,6,25,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,37,NA,10,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-28,NA,Panels Politics/Maariv,NA,6,5,29,4,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,NA,7,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-28,NA,Maagar Mochot/Israel Hayom & i24 News,NA,7,6,29,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,38,NA,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
